"Compound","Dose","Cell line","DepMap ID","Culture","Pool","Vehicle","log2 fold-change","Viability"
"AZ-628","0.01372","KNS62_LUNG","ACH-000858","PR500","P109","DMSO","-0.0473","0.968"
"AZ-628","0.01372","SMSCTR_SOFT_TISSUE","ACH-001196","PR300","P945.PRN3","DMSO","-0.0465","0.968"
"AZ-628","0.01372","HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000942","PR300","P954.PRN.2","DMSO","-0.0463","0.968"
"AZ-628","0.04115","NCIH1341_LUNG","ACH-000129","PR300","P953.PRN.2","DMSO","-0.0465","0.968"
"AZ-628","1.111","HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000069","PR300","P955.PRN.2","DMSO","-0.0459","0.969"
"AZ-628","0.3704","SNGM_ENDOMETRIUM","ACH-000974","PR500","P110","DMSO","-0.0452","0.969"
"AZ-628","0.004572","SKN_ENDOMETRIUM","ACH-001655","PR300","P125","DMSO","-0.0459","0.969"
"AZ-628","1.111","HUG1N_STOMACH","ACH-000239","PR300","P953.PRN.2","DMSO","-0.0437","0.97"
"AZ-628","3.333","MEL290_UVEA","ACH-002016","PR300","P126","DMSO","-0.0437","0.97"
"AZ-628","3.333","SNU216_STOMACH","ACH-000466","PR300","P947.PRN3","DMSO","-0.0437","0.97"
"AZ-628","0.1235","SNU119_OVARY","ACH-000635","PR300","P956.PRN.2","DMSO","-0.0433","0.97"
"AZ-628","0.3704","EKVX_LUNG","ACH-000706","PR300","P956.PRN.2","DMSO","-0.0445","0.97"
"AZ-628","0.01372","CALU1_LUNG","ACH-000511","PR500","P106","DMSO","-0.0445","0.97"
"AZ-628","0.01372","TE617T_SOFT_TISSUE","ACH-000051","PR300","P945.PRN3","DMSO","-0.0445","0.97"
"AZ-628","0.01372","BICR22_UPPER_AERODIGESTIVE_TRACT","ACH-000794","PR300","P949.PRN3","DMSO","-0.0437","0.97"
"AZ-628","1.111","YD10B_UPPER_AERODIGESTIVE_TRACT","ACH-000723","PR500","P101","DMSO","-0.0426","0.971"
"AZ-628","1.111","JHOC5_OVARY","ACH-000324","PR500","P102","DMSO","-0.0418","0.971"
"AZ-628","1.111","RERFLCMS_LUNG","ACH-000062","PR500","P112","DMSO","-0.043","0.971"
"AZ-628","1.111","LS1034_LARGE_INTESTINE","ACH-000252","PR500","P119","DMSO","-0.0426","0.971"
"AZ-628","3.333","DU145_PROSTATE","ACH-000979","PR500","P109","DMSO","-0.042","0.971"
"AZ-628","0.01372","HCC95_LUNG","ACH-000454","PR500","P112","DMSO","-0.0431","0.971"
"AZ-628","0.01372","CAL72_BONE","ACH-001715","PR300","P121","DMSO","-0.0418","0.971"
"AZ-628","0.01372","DL_SOFT_TISSUE","ACH-001059","PR300","P946.PRN3","DMSO","-0.0421","0.971"
"AZ-628","0.01372","DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000981","PR300","P953.PRN.2","DMSO","-0.0431","0.971"
"AZ-628","0.04115","SKNAS_AUTONOMIC_GANGLIA","ACH-000260","PR300","P945.PRN3","DMSO","-0.042","0.971"
"AZ-628","0.004572","A172_CENTRAL_NERVOUS_SYSTEM","ACH-000558","PR500","P105","DMSO","-0.0432","0.971"
"AZ-628","10.0","NP2_CENTRAL_NERVOUS_SYSTEM","ACH-001608","PR300","P121","DMSO","-0.0415","0.972"
"AZ-628","3.333","H413_UPPER_AERODIGESTIVE_TRACT","ACH-001511","PR300","P121","DMSO","-0.0411","0.972"
"AZ-628","0.1235","COV318_OVARY","ACH-000256","PR300","P948.PRN3","DMSO","-0.0409","0.972"
"AZ-628","0.1235","K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000551","PR300","P951.PRN.2","DMSO","-0.0408","0.972"
"AZ-628","0.3704","HLF_LIVER","ACH-000393","PR500","P101","DMSO","-0.0412","0.972"
"AZ-628","0.3704","FTC133_THYROID","ACH-000903","PR500","P102","DMSO","-0.0415","0.972"
"AZ-628","0.3704","OAW42_OVARY","ACH-000704","PR500","P108","DMSO","-0.0405","0.972"
"AZ-628","0.01372","CCLP1_BILIARY_TRACT","ACH-001959","PR300","P122","DMSO","-0.0405","0.972"
"AZ-628","0.01372","MOLM14_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001574","PR300","P954.PRN.2","DMSO","-0.0403","0.972"
"AZ-628","0.04115","HT55_LARGE_INTESTINE","ACH-000926","PR500","P113","DMSO","-0.041","0.972"
"AZ-628","0.004572","ONDA9_CENTRAL_NERVOUS_SYSTEM","ACH-001624","PR300","P121","DMSO","-0.041","0.972"
"AZ-628","3.333","MFE296_ENDOMETRIUM","ACH-000879","PR500","P105","DMSO","-0.0402","0.973"
"AZ-628","3.333","MCF7_BREAST","ACH-000019","PR500","P116","DMSO","-0.0393","0.973"
"AZ-628","0.1235","JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000346","PR300","P952.PRN.2","DMSO","-0.0391","0.973"
"AZ-628","0.1235","HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000069","PR300","P955.PRN.2","DMSO","-0.0396","0.973"
"AZ-628","0.3704","NCIH1435_LUNG","ACH-000852","PR500","P113","DMSO","-0.0397","0.973"
"AZ-628","0.3704","OUMS23_LARGE_INTESTINE","ACH-000296","PR500","P113","DMSO","-0.0389","0.973"
"AZ-628","0.3704","SNU46_UPPER_AERODIGESTIVE_TRACT","ACH-000500","PR500","P120","DMSO","-0.0391","0.973"
"AZ-628","0.01372","PATU8988T_PANCREAS","ACH-000023","PR500","P104","DMSO","-0.0395","0.973"
"AZ-628","0.01372","HCA1_CERVIX","ACH-001513","PR300","P123","DMSO","-0.0396","0.973"
"AZ-628","0.004572","HARA_LUNG","ACH-000843","PR500","P111","DMSO","-0.04","0.973"
"AZ-628","0.1235","MFE319_ENDOMETRIUM","ACH-000988","PR500","P118","DMSO","-0.0387","0.974"
"AZ-628","0.01372","SW620_LARGE_INTESTINE","ACH-000651","PR500","P108","DMSO","-0.0378","0.974"
"AZ-628","0.01372","HEC6_ENDOMETRIUM","ACH-000984","PR500","P118","DMSO","-0.0373","0.974"
"AZ-628","1.111","PECAPJ49_UPPER_AERODIGESTIVE_TRACT","ACH-000735","PR500","P116","DMSO","-0.0372","0.975"
"AZ-628","0.3704","MCAS_OVARY","ACH-000796","PR500","P104","DMSO","-0.0365","0.975"
"AZ-628","0.3704","LC1SQSF_LUNG","ACH-001113","PR500","P111","DMSO","-0.036","0.975"
"AZ-628","0.3704","UW228_CENTRAL_NERVOUS_SYSTEM","ACH-001232","PR300","P946.PRN3","DMSO","-0.0371","0.975"
"AZ-628","0.3704","NCIH2196_LUNG","ACH-000399","PR300","P956.PRN.2","DMSO","-0.0364","0.975"
"AZ-628","1.111","CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","ACH-000329","PR500","P119","DMSO","-0.0353","0.976"
"AZ-628","1.111","94T778_SOFT_TISSUE","ACH-001795","PR300","P125","DMSO","-0.035","0.976"
"AZ-628","3.333","PK45H_PANCREAS","ACH-000468","PR500","P115","DMSO","-0.0349","0.976"
"AZ-628","3.333","95T1000_SOFT_TISSUE","ACH-001796","PR300","P125","DMSO","-0.0344","0.976"
"AZ-628","0.1235","SKMEL2_SKIN","ACH-001190","PR500","P119","DMSO","-0.0345","0.976"
"AZ-628","0.01372","A549_LUNG","ACH-000681","PR500","P107","DMSO","-0.0356","0.976"
"AZ-628","0.01372","WM793_SKIN","ACH-000827","PR500","P118","DMSO","-0.0349","0.976"
"AZ-628","0.01372","HAC2_OVARY","ACH-001512","PR300","P125","DMSO","-0.0348","0.976"
"AZ-628","0.01372","ICC137_BILIARY_TRACT","ACH-001839","PR300","P126","DMSO","-0.0347","0.976"
"AZ-628","0.04115","RKO_LARGE_INTESTINE","ACH-000943","PR500","P101","DMSO","-0.0348","0.976"
"AZ-628","0.04115","NCIH460_LUNG","ACH-000463","PR500","P102","DMSO","-0.0346","0.976"
"AZ-628","0.04115","COLO741_SKIN","ACH-000582","PR500","P116","DMSO","-0.0344","0.976"
"AZ-628","0.04115","GSU_STOMACH","ACH-000485","PR300","P948.PRN3","DMSO","-0.0349","0.976"
"AZ-628","0.004572","OSC20_UPPER_AERODIGESTIVE_TRACT","ACH-001626","PR300","P123","DMSO","-0.0354","0.976"
"AZ-628","3.333","ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","ACH-000961","PR500","P101","DMSO","-0.0342","0.977"
"AZ-628","3.333","RERFLCMS_LUNG","ACH-000062","PR500","P112","DMSO","-0.0339","0.977"
"AZ-628","3.333","HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000942","PR300","P954.PRN.2","DMSO","-0.0329","0.977"
"AZ-628","0.3704","SW780_URINARY_TRACT","ACH-000384","PR500","P109","DMSO","-0.034","0.977"
"AZ-628","0.3704","EWS502_BONE","ACH-000279","PR300","P944.PRN3","DMSO","-0.0339","0.977"
"AZ-628","0.01372","SNU601_STOMACH","ACH-000736","PR500","P111","DMSO","-0.0342","0.977"
"AZ-628","0.01372","MDAMB231_BREAST","ACH-000768","PR500","P112","DMSO","-0.0331","0.977"
"AZ-628","0.01372","KARPAS1718_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001533","PR300","P952.PRN.2","DMSO","-0.0339","0.977"
"AZ-628","0.04115","HSC1_SKIN","ACH-001523","PR300","P124","DMSO","-0.0332","0.977"
"AZ-628","3.333","NCIH522_LUNG","ACH-000343","PR500","P114","DMSO","-0.0318","0.978"
"AZ-628","0.3704","HCC1438_LUNG","ACH-000891","PR500","P109","DMSO","-0.0315","0.978"
"AZ-628","0.3704","JEG3_PLACENTA","ACH-001530","PR300","P122","DMSO","-0.0326","0.978"
"AZ-628","0.01372","ISTMES2_PLEURA","ACH-000331","PR500","P112","DMSO","-0.0321","0.978"
"AZ-628","0.01372","SW13_ADRENAL_CORTEX","ACH-001401","PR300","P121","DMSO","-0.0323","0.978"
"AZ-628","0.01372","MDAPCA2B_PROSTATE","ACH-000952","PR300","P126","DMSO","-0.0321","0.978"
"AZ-628","0.004572","CAL54_KIDNEY","ACH-000457","PR500","P101","DMSO","-0.0314","0.978"
"AZ-628","3.333","HOTHC_THYROID","ACH-002041","PR300","P122","DMSO","-0.031","0.979"
"AZ-628","0.1235","RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000922","PR300","P951.PRN.2","DMSO","-0.0303","0.979"
"AZ-628","0.1235","HUG1N_STOMACH","ACH-000239","PR300","P953.PRN.2","DMSO","-0.0308","0.979"
"AZ-628","0.3704","NCIH1792_LUNG","ACH-000496","PR500","P115","DMSO","-0.0313","0.979"
"AZ-628","0.01372","CAL62_THYROID","ACH-000174","PR500","P101","DMSO","-0.0312","0.979"
"AZ-628","0.01372","NCIH1568_LUNG","ACH-000869","PR500","P115","DMSO","-0.031","0.979"
"AZ-628","0.04115","RMSYM_SOFT_TISSUE","ACH-002048","PR300","P123","DMSO","-0.0312","0.979"
"AZ-628","0.004572","NCIH358_LUNG","ACH-000860","PR500","P115","DMSO","-0.0305","0.979"
"AZ-628","0.004572","SNU869_BILIARY_TRACT","ACH-000182","PR500","P120","DMSO","-0.0308","0.979"
"AZ-628","0.004572","SHP77_LUNG","ACH-000790","PR300","P956.PRN.2","DMSO","-0.0312","0.979"
"AZ-628","10.0","GB1_CENTRAL_NERVOUS_SYSTEM","ACH-000738","PR500","P107","DMSO","-0.0286","0.98"
"AZ-628","1.111","KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000053","PR300","P950.PRN.2","DMSO","-0.0299","0.98"
"AZ-628","3.333","KALS1_CENTRAL_NERVOUS_SYSTEM","ACH-000231","PR500","P117","DMSO","-0.0293","0.98"
"AZ-628","0.1235","HSC2_UPPER_AERODIGESTIVE_TRACT","ACH-000472","PR500","P109","DMSO","-0.0293","0.98"
"AZ-628","0.1235","HEC50B_ENDOMETRIUM","ACH-000831","PR300","P947.PRN3","DMSO","-0.0284","0.98"
"AZ-628","0.1235","PANC0504_PANCREAS","ACH-000093","PR300","P948.PRN3","DMSO","-0.0294","0.98"
"AZ-628","0.01372","VMRCRCW_KIDNEY","ACH-000484","PR500","P103","DMSO","-0.0284","0.98"
"AZ-628","0.01372","PK59_PANCREAS","ACH-000205","PR500","P114","DMSO","-0.0291","0.98"
"AZ-628","0.01372","H413_UPPER_AERODIGESTIVE_TRACT","ACH-001511","PR300","P121","DMSO","-0.0285","0.98"
"AZ-628","0.01372","UMRC7_KIDNEY","ACH-001688","PR300","P126","DMSO","-0.0291","0.98"
"AZ-628","0.04115","TE617T_SOFT_TISSUE","ACH-000051","PR300","P945.PRN3","DMSO","-0.0288","0.98"
"AZ-628","1.111","NCIH1373_LUNG","ACH-000845","PR500","P113","DMSO","-0.0278","0.981"
"AZ-628","3.333","HLF_LIVER","ACH-000393","PR500","P101","DMSO","-0.0274","0.981"
"AZ-628","0.1235","NCIH2009_LUNG","ACH-000886","PR500","P110","DMSO","-0.0274","0.981"
"AZ-628","0.1235","NCIH446_LUNG","ACH-000800","PR500","P117","DMSO","-0.0274","0.981"
"AZ-628","0.1235","HUO9_BONE","ACH-001526","PR300","P126","DMSO","-0.0283","0.981"
"AZ-628","0.3704","FADU_UPPER_AERODIGESTIVE_TRACT","ACH-000846","PR500","P105","DMSO","-0.0278","0.981"
"AZ-628","0.3704","BCPAP_THYROID","ACH-000456","PR500","P116","DMSO","-0.0274","0.981"
"AZ-628","0.01372","SBC5_LUNG","ACH-000670","PR500","P102","DMSO","-0.0279","0.981"
"AZ-628","0.01372","NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000938","PR300","P952.PRN.2","DMSO","-0.0271","0.981"
"AZ-628","0.004572","MHHNB11_AUTONOMIC_GANGLIA","ACH-000078","PR300","P946.PRN3","DMSO","-0.027","0.981"
"AZ-628","1.111","NCIH358_LUNG","ACH-000860","PR500","P115","DMSO","-0.0256","0.982"
"AZ-628","1.111","A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000697","PR300","P950.PRN.2","DMSO","-0.026","0.982"
"AZ-628","3.333","VMRCRCZ_KIDNEY","ACH-000171","PR500","P114","DMSO","-0.0265","0.982"
"AZ-628","3.333","EFO21_OVARY","ACH-000308","PR500","P116","DMSO","-0.026","0.982"
"AZ-628","0.3704","CCSW1_BILIARY_TRACT","ACH-001960","PR300","P122","DMSO","-0.0268","0.982"
"AZ-628","0.01372","SW1271_LUNG","ACH-000890","PR500","P117","DMSO","-0.0265","0.982"
"AZ-628","0.01372","KATOIII_STOMACH","ACH-000793","PR300","P956.PRN.2","DMSO","-0.026","0.982"
"AZ-628","0.04115","CCLP1_BILIARY_TRACT","ACH-001959","PR300","P122","DMSO","-0.0269","0.982"
"AZ-628","0.04115","SKNDZ_AUTONOMIC_GANGLIA","ACH-000366","PR300","P946.PRN3","DMSO","-0.0267","0.982"
"AZ-628","0.004572","SW1088_CENTRAL_NERVOUS_SYSTEM","ACH-000437","PR500","P116","DMSO","-0.0259","0.982"
"AZ-628","1.111","HDMB03_CENTRAL_NERVOUS_SYSTEM","ACH-001349","PR300","P125","DMSO","-0.0255","0.983"
"AZ-628","0.1235","MIAPACA2_PANCREAS","ACH-000601","PR500","P101","DMSO","-0.0246","0.983"
"AZ-628","0.1235","HUH1_LIVER","ACH-000475","PR300","P947.PRN3","DMSO","-0.0244","0.983"
"AZ-628","0.3704","SF539_CENTRAL_NERVOUS_SYSTEM","ACH-000273","PR500","P105","DMSO","-0.024","0.983"
"AZ-628","0.3704","SNU1214_UPPER_AERODIGESTIVE_TRACT","ACH-000715","PR500","P120","DMSO","-0.0247","0.983"
"AZ-628","0.01372","DAOY_CENTRAL_NERVOUS_SYSTEM","ACH-000211","PR500","P102","DMSO","-0.0251","0.983"
"AZ-628","0.3704","SW1573_LUNG","ACH-000677","PR500","P103","DMSO","-0.0235","0.984"
"AZ-628","0.01372","C80_LARGE_INTESTINE","ACH-001459","PR300","P125","DMSO","-0.0232","0.984"
"AZ-628","0.01372","EFM19_BREAST","ACH-000330","PR300","P948.PRN3","DMSO","-0.0238","0.984"
"AZ-628","3.333","NIHOVCAR3_OVARY","ACH-000001","PR300","P946.PRN3","DMSO","-0.0213","0.985"
"AZ-628","0.1235","5637_URINARY_TRACT","ACH-000905","PR500","P107","DMSO","-0.0218","0.985"
"AZ-628","0.1235","SW480_LARGE_INTESTINE","ACH-000842","PR500","P108","DMSO","-0.0212","0.985"
"AZ-628","0.1235","NCIH2170_LUNG","ACH-000481","PR500","P117","DMSO","-0.0213","0.985"
"AZ-628","0.3704","HEC1B_ENDOMETRIUM","ACH-000941","PR500","P103","DMSO","-0.0215","0.985"
"AZ-628","0.01372","ESS1_ENDOMETRIUM","ACH-000913","PR500","P105","DMSO","-0.0214","0.985"
"AZ-628","0.01372","GAMG_CENTRAL_NERVOUS_SYSTEM","ACH-000098","PR500","P111","DMSO","-0.0215","0.985"
"AZ-628","0.04115","MOLM14_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001574","PR300","P954.PRN.2","DMSO","-0.0217","0.985"
"AZ-628","10.0","HCC15_LUNG","ACH-000878","PR500","P110","DMSO","-0.0208","0.986"
"AZ-628","0.3704","CAL12T_LUNG","ACH-000826","PR500","P101","DMSO","-0.0204","0.986"
"AZ-628","0.3704","SNU1041_UPPER_AERODIGESTIVE_TRACT","ACH-000618","PR500","P118","DMSO","-0.0205","0.986"
"AZ-628","0.01372","921_UVEA","ACH-001441","PR300","P124","DMSO","-0.02","0.986"
"AZ-628","1.111","SBC5_LUNG","ACH-000670","PR500","P102","DMSO","-0.0185","0.987"
"AZ-628","1.111","BICR56_UPPER_AERODIGESTIVE_TRACT","ACH-000771","PR500","P117","DMSO","-0.0189","0.987"
"AZ-628","0.3704","KYSE520_OESOPHAGUS","ACH-000637","PR500","P115","DMSO","-0.0192","0.987"
"AZ-628","0.3704","OVISE_OVARY","ACH-000527","PR500","P116","DMSO","-0.0182","0.987"
"AZ-628","0.01372","EW8_BONE","ACH-000499","PR300","P944.PRN3","DMSO","-0.0184","0.987"
"AZ-628","0.04115","HEC265_ENDOMETRIUM","ACH-000946","PR500","P109","DMSO","-0.0196","0.987"
"AZ-628","0.004572","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000061","PR300","P952.PRN.2","DMSO","-0.0183","0.987"
"AZ-628","1.111","HKGZCC_BILIARY_TRACT","ACH-001852","PR300","P125","DMSO","-0.0168","0.988"
"AZ-628","1.111","U2940_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001678","PR300","P952.PRN.2","DMSO","-0.0181","0.988"
"AZ-628","3.333","NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000938","PR300","P952.PRN.2","DMSO","-0.0171","0.988"
"AZ-628","0.1235","SSP25_BILIARY_TRACT","ACH-001858","PR300","P122","DMSO","-0.018","0.988"
"AZ-628","0.1235","HOS_BONE","ACH-000613","PR300","P944.PRN3","DMSO","-0.0171","0.988"
"AZ-628","0.01372","MKN45_STOMACH","ACH-000356","PR500","P113","DMSO","-0.0172","0.988"
"AZ-628","0.01372","HSKTC_OVARY","ACH-002038","PR300","P126","DMSO","-0.0176","0.988"
"AZ-628","0.04115","SKNBE2_AUTONOMIC_GANGLIA","ACH-000312","PR500","P106","DMSO","-0.0167","0.988"
"AZ-628","0.04115","SNUC4_LARGE_INTESTINE","ACH-000959","PR500","P114","DMSO","-0.017","0.988"
"AZ-628","0.04115","SW1990_PANCREAS","ACH-000155","PR500","P115","DMSO","-0.0177","0.988"
"AZ-628","0.04115","NCIH647_LUNG","ACH-000378","PR300","P948.PRN3","DMSO","-0.0178","0.988"
"AZ-628","0.04115","TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000387","PR300","P951.PRN.2","DMSO","-0.0173","0.988"
"AZ-628","10.0","YH13_CENTRAL_NERVOUS_SYSTEM","ACH-000469","PR500","P108","DMSO","-0.0164","0.989"
"AZ-628","10.0","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000233","PR300","P950.PRN.2","DMSO","-0.0159","0.989"
"AZ-628","1.111","COLO680N_OESOPHAGUS","ACH-000717","PR500","P119","DMSO","-0.0162","0.989"
"AZ-628","3.333","647V_URINARY_TRACT","ACH-000896","PR500","P101","DMSO","-0.0166","0.989"
"AZ-628","3.333","PANC1_PANCREAS","ACH-000164","PR500","P106","DMSO","-0.0164","0.989"
"AZ-628","0.1235","CAMA1_BREAST","ACH-000783","PR500","P113","DMSO","-0.0164","0.989"
"AZ-628","0.3704","SSP25_BILIARY_TRACT","ACH-001858","PR300","P122","DMSO","-0.0164","0.989"
"AZ-628","0.01372","LS513_LARGE_INTESTINE","ACH-000007","PR500","P103","DMSO","-0.0166","0.989"
"AZ-628","0.01372","TC32_BONE","ACH-001205","PR300","P944.PRN3","DMSO","-0.0165","0.989"
"AZ-628","0.04115","MIAPACA2_PANCREAS","ACH-000601","PR500","P101","DMSO","-0.016","0.989"
"AZ-628","10.0","TCCSUP_URINARY_TRACT","ACH-000720","PR500","P114","DMSO","-0.0152","0.99"
"AZ-628","3.333","NP2_CENTRAL_NERVOUS_SYSTEM","ACH-001608","PR300","P121","DMSO","-0.0149","0.99"
"AZ-628","0.1235","KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000564","PR300","P954.PRN.2","DMSO","-0.0148","0.99"
"AZ-628","0.3704","NCIH322_LUNG","ACH-000837","PR500","P107","DMSO","-0.0139","0.99"
"AZ-628","0.04115","SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001642","PR300","P950.PRN.2","DMSO","-0.015","0.99"
"AZ-628","3.333","KMRC1_KIDNEY","ACH-000684","PR500","P106","DMSO","-0.0126","0.991"
"AZ-628","0.1235","JHH7_LIVER","ACH-000848","PR500","P118","DMSO","-0.0131","0.991"
"AZ-628","0.01372","253JBV_URINARY_TRACT","ACH-000026","PR500","P104","DMSO","-0.0137","0.991"
"AZ-628","0.01372","TE5_OESOPHAGUS","ACH-000408","PR500","P112","DMSO","-0.0124","0.991"
"AZ-628","0.01372","SCC9_UPPER_AERODIGESTIVE_TRACT","ACH-000181","PR300","P949.PRN3","DMSO","-0.0134","0.991"
"AZ-628","0.04115","SNU245_BILIARY_TRACT","ACH-000268","PR500","P106","DMSO","-0.0129","0.991"
"AZ-628","0.04115","LN382_CENTRAL_NERVOUS_SYSTEM","ACH-000215","PR300","P947.PRN3","DMSO","-0.0136","0.991"
"AZ-628","1.111","JOPACA1_PANCREAS","ACH-001353","PR300","P121","DMSO","-0.0111","0.992"
"AZ-628","0.1235","T47D_BREAST","ACH-000147","PR500","P114","DMSO","-0.0122","0.992"
"AZ-628","0.3704","HCC4006_LUNG","ACH-000066","PR500","P106","DMSO","-0.0121","0.992"
"AZ-628","0.3704","SW1116_LARGE_INTESTINE","ACH-000489","PR300","P948.PRN3","DMSO","-0.0113","0.992"
"AZ-628","0.01372","SKGI_ENDOMETRIUM","ACH-001651","PR300","P124","DMSO","-0.0121","0.992"
"AZ-628","0.01372","HKGZCC_BILIARY_TRACT","ACH-001852","PR300","P125","DMSO","-0.0109","0.992"
"AZ-628","0.01372","KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000053","PR300","P950.PRN.2","DMSO","-0.0109","0.992"
"AZ-628","1.111","CHL1_SKIN","ACH-001024","PR500","P104","DMSO","-0.01","0.993"
"AZ-628","0.01372","SKHEP1_LIVER","ACH-000361","PR500","P108","DMSO","-0.0103","0.993"
"AZ-628","0.01372","HOTHC_THYROID","ACH-002041","PR300","P122","DMSO","-0.0108","0.993"
"AZ-628","0.01372","SNU182_LIVER","ACH-000483","PR300","P947.PRN3","DMSO","-0.0099","0.993"
"AZ-628","1.111","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000658","PR300","P952.PRN.2","DMSO","-0.009","0.994"
"AZ-628","3.333","J82_URINARY_TRACT","ACH-000396","PR500","P108","DMSO","-0.0089","0.994"
"AZ-628","0.3704","MHHES1_BONE","ACH-000391","PR300","P946.PRN3","DMSO","-0.0087","0.994"
"AZ-628","0.3704","NCIH1341_LUNG","ACH-000129","PR300","P953.PRN.2","DMSO","-0.009","0.994"
"AZ-628","0.01372","QGP1_PANCREAS","ACH-000347","PR500","P103","DMSO","-0.0092","0.994"
"AZ-628","0.01372","TGBC52TKB_BILIARY_TRACT","ACH-001862","PR300","P126","DMSO","-0.0092","0.994"
"AZ-628","0.04115","EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000295","PR300","P954.PRN.2","DMSO","-0.009","0.994"
"AZ-628","10.0","T24_URINARY_TRACT","ACH-000018","PR500","P101","DMSO","-0.0067","0.995"
"AZ-628","3.333","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000233","PR300","P950.PRN.2","DMSO","-0.0076","0.995"
"AZ-628","0.1235","NCIH1299_LUNG","ACH-000510","PR500","P102","DMSO","-0.0077","0.995"
"AZ-628","0.1235","U178_CENTRAL_NERVOUS_SYSTEM","ACH-000208","PR300","P949.PRN3","DMSO","-0.0068","0.995"
"AZ-628","0.04115","UMUC13_URINARY_TRACT","ACH-001407","PR300","P124","DMSO","-0.0069","0.995"
"AZ-628","0.04115","UW228_CENTRAL_NERVOUS_SYSTEM","ACH-001232","PR300","P946.PRN3","DMSO","-0.0075","0.995"
"AZ-628","10.0","OUMS23_LARGE_INTESTINE","ACH-000296","PR500","P113","DMSO","-0.0065","0.996"
"AZ-628","10.0","A673_BONE","ACH-000052","PR300","P945.PRN3","DMSO","-0.0055","0.996"
"AZ-628","0.1235","JMSU1_URINARY_TRACT","ACH-000753","PR500","P110","DMSO","-0.0055","0.996"
"AZ-628","0.01372","SF295_CENTRAL_NERVOUS_SYSTEM","ACH-000376","PR500","P101","DMSO","-0.0057","0.996"
"AZ-628","0.01372","HCC44_LUNG","ACH-000667","PR500","P104","DMSO","-0.0062","0.996"
"AZ-628","0.01372","NCIH2228_LUNG","ACH-000447","PR500","P120","DMSO","-0.0054","0.996"
"AZ-628","0.01372","RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001638","PR300","P952.PRN.2","DMSO","-0.0057","0.996"
"AZ-628","0.04115","NCIH196_LUNG","ACH-000752","PR300","P949.PRN3","DMSO","-0.0051","0.996"
"AZ-628","0.004572","MELHO_SKIN","ACH-000450","PR500","P110","DMSO","-0.0055","0.996"
"AZ-628","1.111","KP3_PANCREAS","ACH-000108","PR500","P108","DMSO","-0.004","0.997"
"AZ-628","1.111","JR_SOFT_TISSUE","ACH-001096","PR300","P945.PRN3","DMSO","-0.0042","0.997"
"AZ-628","0.1235","MFE296_ENDOMETRIUM","ACH-000879","PR500","P105","DMSO","-0.005","0.997"
"AZ-628","0.3704","BOKU_CERVIX","ACH-001451","PR300","P125","DMSO","-0.0045","0.997"
"AZ-628","0.3704","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000658","PR300","P952.PRN.2","DMSO","-0.0044","0.997"
"AZ-628","0.04115","MS751_CERVIX","ACH-001360","PR300","P123","DMSO","-0.005","0.997"
"AZ-628","0.004572","MEWO_SKIN","ACH-000987","PR500","P110","DMSO","-0.0037","0.997"
"AZ-628","1.111","OZ_BILIARY_TRACT","ACH-001855","PR300","P123","DMSO","-0.0029","0.998"
"AZ-628","3.333","T47D_BREAST","ACH-000147","PR500","P114","DMSO","-0.0032","0.998"
